Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay(2),Chrome 71.0.3578.98,,2019-01-23 11:05:43,2019-01-23 11:05:45,2.002s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Rule Editor/Create Rule Set/select_ruleSetType""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:45,2019-01-23 11:05:45,0.058s,PASSED
"click(findTestObject(""UI/Client/Rule Editor/Create Rule Set/select_ruleSetType""))",Chrome 71.0.3578.98,,2019-01-23 11:05:45,2019-01-23 11:05:45,0.077s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-23 11:05:45,2019-01-23 11:05:47,2.002s,PASSED
"waitForElementPresent(findTestObject(""UI/Client/Rule Editor/Create Rule Set/option_claimType""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:47,2019-01-23 11:05:48,0.049s,PASSED
"waitForElementVisible(findTestObject(""UI/Client/Rule Editor/Create Rule Set/option_claimType""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:48,2019-01-23 11:05:48,0.044s,PASSED
"sendKeys(findTestObject(""UI/Client/Rule Editor/Create Rule Set/option_claimType""), Keys.chord(ENTER))",Chrome 71.0.3578.98,,2019-01-23 11:05:48,2019-01-23 11:05:48,0.072s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-23 11:05:48,2019-01-23 11:05:50,2.003s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Rule Editor/Create Rule Set/button_saveRuleSet""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:50,2019-01-23 11:05:50,0.061s,PASSED
"click(findTestObject(""UI/Client/Rule Editor/Create Rule Set/button_saveRuleSet""))",Chrome 71.0.3578.98,,2019-01-23 11:05:50,2019-01-23 11:05:50,0.086s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 11:05:50,2019-01-23 11:05:51,1.001s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 11:05:51,2019-01-23 11:05:51,0.109s,PASSED
"waitForElementPresent(findTestObject(""UI/Client/Rule Editor/Create Rule Set/div_alertRuleSetSaved""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:51,2019-01-23 11:05:51,0.018s,PASSED
"waitForElementVisible(findTestObject(""UI/Client/Rule Editor/Create Rule Set/div_alertRuleSetSaved""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:51,2019-01-23 11:05:51,0.026s,PASSED
"focus(findTestObject(""UI/Client/Rule Editor/Create Rule Set/div_alertRuleSetSaved""))",Chrome 71.0.3578.98,,2019-01-23 11:05:51,2019-01-23 11:05:51,0.068s,PASSED
"click(findTestObject(""UI/Client/Rule Editor/Create Rule Set/button_acceptRuleSetSavedPopUp""))",Chrome 71.0.3578.98,,2019-01-23 11:05:51,2019-01-23 11:05:51,0.088s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 11:05:51,2019-01-23 11:05:54,3.001s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 11:05:54,2019-01-23 11:05:54,0.016s,PASSED
"waitForElementPresent(findTestObject(""UI/Client/Rule Editor/Create Rule Set/h2_editRulesetForm""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:54,2019-01-23 11:05:54,0.042s,PASSED
"formTitle = getText(findTestObject(""UI/Client/Rule Editor/Create Rule Set/h2_editRulesetForm""))",Chrome 71.0.3578.98,,2019-01-23 11:05:54,2019-01-23 11:05:54,0.039s,PASSED
"verifyMatch(formTitle, ""Edit Ruleset"", false)",Chrome 71.0.3578.98,,2019-01-23 11:05:54,2019-01-23 11:05:54,0.001s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 11:05:54,2019-01-23 11:05:57,3.003s,PASSED
"verifyElementNotPresent(findTestObject(""UI/Client/Rule Editor/Create Rule Set/span_noRulesYet""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:05:57,2019-01-23 11:06:03,5.975s,FAILED
,,,,,,
Test Cases/UI/Client/Rule Editor/Edit Rule Set,Chrome 71.0.3578.98,Edit a Rule Set by adding rules to it.,2019-01-23 11:06:03,2019-01-23 11:07:15,1m - 11.522s,FAILED
"UAT = ""https://uat.advancedpricing.com""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"USER = ""qaAuto""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"PASSWD = ""a9yk100dD""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"RULESETNAME = ""AAAA Rule Set EDITED""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"VALIDFROM = ""01/02/2019""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"VALIDTO = ""12/31/2019""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"RULESETTYPE = ""Claim""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"RULENAME = ""Second Rule""",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:03,0.000s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-23 11:06:03,2019-01-23 11:06:06,2.931s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-23 11:06:06,2019-01-23 11:06:08,1.150s,PASSED
navigateToUrl(UAT),Chrome 71.0.3578.98,,2019-01-23 11:06:08,2019-01-23 11:06:09,1.623s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 11:06:09,2019-01-23 11:06:09,0.006s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userCode""), USER)",Chrome 71.0.3578.98,,2019-01-23 11:06:09,2019-01-23 11:06:09,0.135s,PASSED
"setText(findTestObject(""UI/Client/Claim Services/input_userPassword""), PASSWD)",Chrome 71.0.3578.98,,2019-01-23 11:06:09,2019-01-23 11:06:09,0.131s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Claim Services/input_loginButton""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:09,2019-01-23 11:06:09,0.026s,PASSED
"click(findTestObject(""UI/Client/Claim Services/input_loginButton""))",Chrome 71.0.3578.98,,2019-01-23 11:06:09,2019-01-23 11:06:10,0.088s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 11:06:10,2019-01-23 11:06:11,1.001s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 11:06:11,2019-01-23 11:06:11,0.078s,PASSED
"waitForElementPresent(findTestObject(""UI/Client/Rule Editor/h1_Clients""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:11,2019-01-23 11:06:11,0.019s,PASSED
"pageTitle = getText(findTestObject(""UI/Client/Rule Editor/h1_Clients""))",Chrome 71.0.3578.98,,2019-01-23 11:06:11,2019-01-23 11:06:11,0.027s,PASSED
"verifyMatch(pageTitle, ""Clients"", false)",Chrome 71.0.3578.98,,2019-01-23 11:06:11,2019-01-23 11:06:11,0.001s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 11:06:11,2019-01-23 11:06:14,3.002s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Rule Editor/span_ruleEditorMenu""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:14,2019-01-23 11:06:14,0.059s,PASSED
"click(findTestObject(""UI/Client/Rule Editor/span_ruleEditorMenu""))",Chrome 71.0.3578.98,,2019-01-23 11:06:14,2019-01-23 11:06:14,0.177s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 11:06:14,2019-01-23 11:06:15,1.000s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 11:06:15,2019-01-23 11:06:15,0.026s,PASSED
"waitForElementPresent(findTestObject(""UI/Client/Rule Editor/h1_ruleEditor""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:15,2019-01-23 11:06:15,0.026s,PASSED
"pageTitle = getText(findTestObject(""UI/Client/Rule Editor/h1_ruleEditor""))",Chrome 71.0.3578.98,,2019-01-23 11:06:15,2019-01-23 11:06:15,0.027s,PASSED
"verifyMatch(pageTitle, ""Rule Editor"", false)",Chrome 71.0.3578.98,,2019-01-23 11:06:15,2019-01-23 11:06:15,0.001s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 11:06:15,2019-01-23 11:06:18,3.002s,PASSED
"waitForElementClickable(findTestObject(""UI/Client/Rule Editor/Edit Rule Set/a_editRuleSetIcon""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:18,2019-01-23 11:06:18,0.061s,PASSED
"click(findTestObject(""UI/Client/Rule Editor/Edit Rule Set/a_editRuleSetIcon""))",Chrome 71.0.3578.98,,2019-01-23 11:06:18,2019-01-23 11:06:18,0.208s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 11:06:18,2019-01-23 11:06:19,1.001s,PASSED
waitForPageLoad(5),Chrome 71.0.3578.98,,2019-01-23 11:06:19,2019-01-23 11:06:19,0.040s,PASSED
"waitForElementPresent(findTestObject(""UI/Client/Rule Editor/Create Rule Set/h2_editRulesetForm""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:19,2019-01-23 11:06:19,0.043s,PASSED
"formTitle = getText(findTestObject(""UI/Client/Rule Editor/Create Rule Set/h2_editRulesetForm""))",Chrome 71.0.3578.98,,2019-01-23 11:06:19,2019-01-23 11:06:19,0.043s,PASSED
"verifyMatch(formTitle, ""Edit Ruleset"", false)",Chrome 71.0.3578.98,,2019-01-23 11:06:19,2019-01-23 11:06:19,0.001s,PASSED
delay(3),Chrome 71.0.3578.98,,2019-01-23 11:06:19,2019-01-23 11:06:22,3.002s,PASSED
"waitForElementVisible(findTestObject(""UI/Client/Rule Editor/Create Rule Set/input_ruleSetName""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:22,2019-01-23 11:06:22,0.030s,PASSED
"setText(findTestObject(""UI/Client/Rule Editor/Create Rule Set/input_ruleSetName""), RULESETNAME)",Chrome 71.0.3578.98,,2019-01-23 11:06:22,2019-01-23 11:06:23,0.320s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-23 11:06:23,2019-01-23 11:06:25,2.001s,PASSED
"click(findTestObject(""UI/Client/Rule Editor/Edit Rule Set/span_clearValidFrom""))",Chrome 71.0.3578.98,,2019-01-23 11:06:25,2019-01-23 11:06:25,0.069s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-23 11:06:25,2019-01-23 11:06:26,1.003s,PASSED
"waitForElementVisible(findTestObject(""UI/Client/Rule Editor/Create Rule Set/input_validFromDate""), 5)",Chrome 71.0.3578.98,,2019-01-23 11:06:26,2019-01-23 11:06:26,0.065s,PASSED
"setText(findTestObject(""UI/Client/Rule Editor/Create Rule Set/input_validFromDate""), VALIDFROM)",Chrome 71.0.3578.98,,2019-01-23 11:06:26,2019-01-23 11:06:26,0.222s,PASSED
